,document_id,entity,document_text,own_llm_prompt,gold_answer,gigachat_entities
4,ru-1000,EVT,"Таким образом, Джонсон стал третьим министром, который покинул свой пост в течении суток. Раннее о своем уходе объявили министр по вопросам выхода Великобритании из ЕС Дэвид Дэвис и заместитель министра по Brexit Стив Бейкер. Напомним, ранее премьер-министр Великобритании Тереза Мэй пообещала отправить в отставку главу МИД Соединенного Королевства Бориса Джонсона, если он попытается ослабить согласованную ее кабинетом коллективную позицию относительно будущих переговоров с ЕС. Об этом сообщает The Guardian, передает УНН. ""Сегодня днем премьер-министр принял отставку Бориса Джонсона с поста качестве министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Бориса за его работу"", - сообщил пресс-секретарь британского парламента.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **EVT** из приведенного текста.
    События, исторические моменты. Примеры: 'Brexit', 'брекзит'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа EVT
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Таким образом, Джонсон стал третьим министром, который покинул свой пост в течении суток. Раннее о своем уходе объявили министр по вопросам выхода Великобритании из ЕС Дэвид Дэвис и заместитель министра по Brexit Стив Бейкер. Напомним, ранее премьер-министр Великобритании Тереза Мэй пообещала отправить в отставку главу МИД Соединенного Королевства Бориса Джонсона, если он попытается ослабить согласованную ее кабинетом коллективную позицию относительно будущих переговоров с ЕС. Об этом сообщает The Guardian, передает УНН. ""Сегодня днем премьер-министр принял отставку Бориса Джонсона с поста качестве министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Бориса за его работу"", - сообщил пресс-секретарь британского парламента.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}",['Brexit'],"['Brexit', 'brexit']"
5,ru-1000,LOC,"Таким образом, Джонсон стал третьим министром, который покинул свой пост в течении суток. Раннее о своем уходе объявили министр по вопросам выхода Великобритании из ЕС Дэвид Дэвис и заместитель министра по Brexit Стив Бейкер. Напомним, ранее премьер-министр Великобритании Тереза Мэй пообещала отправить в отставку главу МИД Соединенного Королевства Бориса Джонсона, если он попытается ослабить согласованную ее кабинетом коллективную позицию относительно будущих переговоров с ЕС. Об этом сообщает The Guardian, передает УНН. ""Сегодня днем премьер-министр принял отставку Бориса Джонсона с поста качестве министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Бориса за его работу"", - сообщил пресс-секретарь британского парламента.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **LOC** из приведенного текста.
    Географические локации, города, страны. Примеры: 'Лондон', 'Великобритания', 'Брюссель'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа LOC
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Таким образом, Джонсон стал третьим министром, который покинул свой пост в течении суток. Раннее о своем уходе объявили министр по вопросам выхода Великобритании из ЕС Дэвид Дэвис и заместитель министра по Brexit Стив Бейкер. Напомним, ранее премьер-министр Великобритании Тереза Мэй пообещала отправить в отставку главу МИД Соединенного Королевства Бориса Джонсона, если он попытается ослабить согласованную ее кабинетом коллективную позицию относительно будущих переговоров с ЕС. Об этом сообщает The Guardian, передает УНН. ""Сегодня днем премьер-министр принял отставку Бориса Джонсона с поста качестве министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Бориса за его работу"", - сообщил пресс-секретарь британского парламента.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}",['Великобритания'],"['Великобритания', 'Соединенное Королевство']"
6,ru-1000,ORG,"Таким образом, Джонсон стал третьим министром, который покинул свой пост в течении суток. Раннее о своем уходе объявили министр по вопросам выхода Великобритании из ЕС Дэвид Дэвис и заместитель министра по Brexit Стив Бейкер. Напомним, ранее премьер-министр Великобритании Тереза Мэй пообещала отправить в отставку главу МИД Соединенного Королевства Бориса Джонсона, если он попытается ослабить согласованную ее кабинетом коллективную позицию относительно будущих переговоров с ЕС. Об этом сообщает The Guardian, передает УНН. ""Сегодня днем премьер-министр принял отставку Бориса Джонсона с поста качестве министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Бориса за его работу"", - сообщил пресс-секретарь британского парламента.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **ORG** из приведенного текста.
    Организации, компании, учреждения. Примеры: 'ЕС', 'МИД России', 'The Guardian'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа ORG
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Таким образом, Джонсон стал третьим министром, который покинул свой пост в течении суток. Раннее о своем уходе объявили министр по вопросам выхода Великобритании из ЕС Дэвид Дэвис и заместитель министра по Brexit Стив Бейкер. Напомним, ранее премьер-министр Великобритании Тереза Мэй пообещала отправить в отставку главу МИД Соединенного Королевства Бориса Джонсона, если он попытается ослабить согласованную ее кабинетом коллективную позицию относительно будущих переговоров с ЕС. Об этом сообщает The Guardian, передает УНН. ""Сегодня днем премьер-министр принял отставку Бориса Джонсона с поста качестве министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Бориса за его работу"", - сообщил пресс-секретарь британского парламента.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}","['ЕС', 'МИД Соединенного Королевства', 'УНН']","['ЕС', 'The Guardian', 'УНН', 'британский парламент']"
7,ru-1000,PER,"Таким образом, Джонсон стал третьим министром, который покинул свой пост в течении суток. Раннее о своем уходе объявили министр по вопросам выхода Великобритании из ЕС Дэвид Дэвис и заместитель министра по Brexit Стив Бейкер. Напомним, ранее премьер-министр Великобритании Тереза Мэй пообещала отправить в отставку главу МИД Соединенного Королевства Бориса Джонсона, если он попытается ослабить согласованную ее кабинетом коллективную позицию относительно будущих переговоров с ЕС. Об этом сообщает The Guardian, передает УНН. ""Сегодня днем премьер-министр принял отставку Бориса Джонсона с поста качестве министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Бориса за его работу"", - сообщил пресс-секретарь британского парламента.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **PER** из приведенного текста.
    Имена людей. Примеры: 'Тереза Мэй', 'Борис Джонсон', 'Мария Захарова'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа PER
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Таким образом, Джонсон стал третьим министром, который покинул свой пост в течении суток. Раннее о своем уходе объявили министр по вопросам выхода Великобритании из ЕС Дэвид Дэвис и заместитель министра по Brexit Стив Бейкер. Напомним, ранее премьер-министр Великобритании Тереза Мэй пообещала отправить в отставку главу МИД Соединенного Королевства Бориса Джонсона, если он попытается ослабить согласованную ее кабинетом коллективную позицию относительно будущих переговоров с ЕС. Об этом сообщает The Guardian, передает УНН. ""Сегодня днем премьер-министр принял отставку Бориса Джонсона с поста качестве министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Бориса за его работу"", - сообщил пресс-секретарь британского парламента.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}","['Борис Джонсон', 'Дэвид Дэвис', 'Стив Бейкер', 'Тереза Мэй']","['Джонсон', 'Дэвид Дэвис', 'Стив Бейкер', 'Тереза Мэй', 'Борис Джонсон']"
8,ru-1000,PRO,"Таким образом, Джонсон стал третьим министром, который покинул свой пост в течении суток. Раннее о своем уходе объявили министр по вопросам выхода Великобритании из ЕС Дэвид Дэвис и заместитель министра по Brexit Стив Бейкер. Напомним, ранее премьер-министр Великобритании Тереза Мэй пообещала отправить в отставку главу МИД Соединенного Королевства Бориса Джонсона, если он попытается ослабить согласованную ее кабинетом коллективную позицию относительно будущих переговоров с ЕС. Об этом сообщает The Guardian, передает УНН. ""Сегодня днем премьер-министр принял отставку Бориса Джонсона с поста качестве министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Бориса за его работу"", - сообщил пресс-секретарь британского парламента.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **PRO** из приведенного текста.
    Продукты, бренды, названия изданий. Примеры: 'Facebook', 'The Guardian'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа PRO
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Таким образом, Джонсон стал третьим министром, который покинул свой пост в течении суток. Раннее о своем уходе объявили министр по вопросам выхода Великобритании из ЕС Дэвид Дэвис и заместитель министра по Brexit Стив Бейкер. Напомним, ранее премьер-министр Великобритании Тереза Мэй пообещала отправить в отставку главу МИД Соединенного Королевства Бориса Джонсона, если он попытается ослабить согласованную ее кабинетом коллективную позицию относительно будущих переговоров с ЕС. Об этом сообщает The Guardian, передает УНН. ""Сегодня днем премьер-министр принял отставку Бориса Джонсона с поста качестве министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Бориса за его работу"", - сообщил пресс-секретарь британского парламента.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}","['The Guardian', 'Подробности.ua']","['The Guardian', 'УНН']"
9,ru-1001,EVT,"Министр иностранных дел Великобритании Борис Джонсон ушел в отставку. Об этом сообщает Associated Press. Премьер-министр Тереза Мэй приняла отставку Джонсона. ""Премьер поблагодарила Бориса за работу. О том, кто станет новым министром, будет объявлено в ближайшее время"", - сообщили также в канцелярии премьера. Ранее Мэй пообещала отправить в отставку Джонсона, если он откажется принять ее позицию по плавному выходу из Евросоюза. Напомним, что Джонсон является сторонником жесткого Brexit . Он уверен, что план Мэй, который подразумевает создание зоны свободной торговли с ЕС, сохранит зависимость Соединенного Королевства от Евросоюза.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **EVT** из приведенного текста.
    События, исторические моменты. Примеры: 'Brexit', 'брекзит'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа EVT
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Министр иностранных дел Великобритании Борис Джонсон ушел в отставку. Об этом сообщает Associated Press. Премьер-министр Тереза Мэй приняла отставку Джонсона. ""Премьер поблагодарила Бориса за работу. О том, кто станет новым министром, будет объявлено в ближайшее время"", - сообщили также в канцелярии премьера. Ранее Мэй пообещала отправить в отставку Джонсона, если он откажется принять ее позицию по плавному выходу из Евросоюза. Напомним, что Джонсон является сторонником жесткого Brexit . Он уверен, что план Мэй, который подразумевает создание зоны свободной торговли с ЕС, сохранит зависимость Соединенного Королевства от Евросоюза.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}",['Brexit'],['Brexit']
10,ru-1001,LOC,"Министр иностранных дел Великобритании Борис Джонсон ушел в отставку. Об этом сообщает Associated Press. Премьер-министр Тереза Мэй приняла отставку Джонсона. ""Премьер поблагодарила Бориса за работу. О том, кто станет новым министром, будет объявлено в ближайшее время"", - сообщили также в канцелярии премьера. Ранее Мэй пообещала отправить в отставку Джонсона, если он откажется принять ее позицию по плавному выходу из Евросоюза. Напомним, что Джонсон является сторонником жесткого Brexit . Он уверен, что план Мэй, который подразумевает создание зоны свободной торговли с ЕС, сохранит зависимость Соединенного Королевства от Евросоюза.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **LOC** из приведенного текста.
    Географические локации, города, страны. Примеры: 'Лондон', 'Великобритания', 'Брюссель'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа LOC
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Министр иностранных дел Великобритании Борис Джонсон ушел в отставку. Об этом сообщает Associated Press. Премьер-министр Тереза Мэй приняла отставку Джонсона. ""Премьер поблагодарила Бориса за работу. О том, кто станет новым министром, будет объявлено в ближайшее время"", - сообщили также в канцелярии премьера. Ранее Мэй пообещала отправить в отставку Джонсона, если он откажется принять ее позицию по плавному выходу из Евросоюза. Напомним, что Джонсон является сторонником жесткого Brexit . Он уверен, что план Мэй, который подразумевает создание зоны свободной торговли с ЕС, сохранит зависимость Соединенного Королевства от Евросоюза.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}",['Великобритания'],"['Великобритания', 'Соединенное Королевство']"
11,ru-1001,ORG,"Министр иностранных дел Великобритании Борис Джонсон ушел в отставку. Об этом сообщает Associated Press. Премьер-министр Тереза Мэй приняла отставку Джонсона. ""Премьер поблагодарила Бориса за работу. О том, кто станет новым министром, будет объявлено в ближайшее время"", - сообщили также в канцелярии премьера. Ранее Мэй пообещала отправить в отставку Джонсона, если он откажется принять ее позицию по плавному выходу из Евросоюза. Напомним, что Джонсон является сторонником жесткого Brexit . Он уверен, что план Мэй, который подразумевает создание зоны свободной торговли с ЕС, сохранит зависимость Соединенного Королевства от Евросоюза.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **ORG** из приведенного текста.
    Организации, компании, учреждения. Примеры: 'ЕС', 'МИД России', 'The Guardian'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа ORG
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Министр иностранных дел Великобритании Борис Джонсон ушел в отставку. Об этом сообщает Associated Press. Премьер-министр Тереза Мэй приняла отставку Джонсона. ""Премьер поблагодарила Бориса за работу. О том, кто станет новым министром, будет объявлено в ближайшее время"", - сообщили также в канцелярии премьера. Ранее Мэй пообещала отправить в отставку Джонсона, если он откажется принять ее позицию по плавному выходу из Евросоюза. Напомним, что Джонсон является сторонником жесткого Brexit . Он уверен, что план Мэй, который подразумевает создание зоны свободной торговли с ЕС, сохранит зависимость Соединенного Королевства от Евросоюза.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}","['Associated Press', 'ЕС', 'МИД Соединенного Королевства']","['Associated Press', 'ЕС']"
12,ru-1001,PER,"Министр иностранных дел Великобритании Борис Джонсон ушел в отставку. Об этом сообщает Associated Press. Премьер-министр Тереза Мэй приняла отставку Джонсона. ""Премьер поблагодарила Бориса за работу. О том, кто станет новым министром, будет объявлено в ближайшее время"", - сообщили также в канцелярии премьера. Ранее Мэй пообещала отправить в отставку Джонсона, если он откажется принять ее позицию по плавному выходу из Евросоюза. Напомним, что Джонсон является сторонником жесткого Brexit . Он уверен, что план Мэй, который подразумевает создание зоны свободной торговли с ЕС, сохранит зависимость Соединенного Королевства от Евросоюза.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **PER** из приведенного текста.
    Имена людей. Примеры: 'Тереза Мэй', 'Борис Джонсон', 'Мария Захарова'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа PER
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Министр иностранных дел Великобритании Борис Джонсон ушел в отставку. Об этом сообщает Associated Press. Премьер-министр Тереза Мэй приняла отставку Джонсона. ""Премьер поблагодарила Бориса за работу. О том, кто станет новым министром, будет объявлено в ближайшее время"", - сообщили также в канцелярии премьера. Ранее Мэй пообещала отправить в отставку Джонсона, если он откажется принять ее позицию по плавному выходу из Евросоюза. Напомним, что Джонсон является сторонником жесткого Brexit . Он уверен, что план Мэй, который подразумевает создание зоны свободной торговли с ЕС, сохранит зависимость Соединенного Королевства от Евросоюза.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}","['Борис Джонсон', 'Тереза Мэй']","['Тереза Мэй', 'Борис Джонсон', 'Борис']"
13,ru-1002,EVT,Премьер-министр Великобритании Тереза Мей приняла отставку министра иностранных дел Бориса Джонсона. Это связано с несогласием относительно планов отношения Великобритании и ЕС после официального выхода страны из Евросоюза. Ранее по этой же причине в отставку ушел британский министр по делам «Брекзит» Дэвид Дэвис.,"Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **EVT** из приведенного текста.
    События, исторические моменты. Примеры: 'Brexit', 'брекзит'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа EVT
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Премьер-министр Великобритании Тереза Мей приняла отставку министра иностранных дел Бориса Джонсона. Это связано с несогласием относительно планов отношения Великобритании и ЕС после официального выхода страны из Евросоюза. Ранее по этой же причине в отставку ушел британский министр по делам «Брекзит» Дэвид Дэвис.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}",['Brexit'],['Брекзит']
14,ru-1002,LOC,Премьер-министр Великобритании Тереза Мей приняла отставку министра иностранных дел Бориса Джонсона. Это связано с несогласием относительно планов отношения Великобритании и ЕС после официального выхода страны из Евросоюза. Ранее по этой же причине в отставку ушел британский министр по делам «Брекзит» Дэвид Дэвис.,"Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **LOC** из приведенного текста.
    Географические локации, города, страны. Примеры: 'Лондон', 'Великобритания', 'Брюссель'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа LOC
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Премьер-министр Великобритании Тереза Мей приняла отставку министра иностранных дел Бориса Джонсона. Это связано с несогласием относительно планов отношения Великобритании и ЕС после официального выхода страны из Евросоюза. Ранее по этой же причине в отставку ушел британский министр по делам «Брекзит» Дэвид Дэвис.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}",['Великобритания'],['Великобритания']
